week,location,average_price
10-07-2021,Coimbatore,109.01(128.30)
10-07-2021,Tea Serve,78.88(105.30)
03-07-2021,Kolkata,247.99(266.99)
03-07-2021,Guwahati,225.96(272.12)
03-07-2021,Siliguri,192.22(228.76)
03-07-2021,Jalpaiguri,NS(NS)
03-07-2021,mjunction,206.35(NS)
03-07-2021,Cochin,122.37(110.21)
03-07-2021,Coonoor,94.20(116.15)
03-07-2021,Coimbatore,110.08(116.02)
03-07-2021,Tea Serve,87.11(97.17)
26-06-2021,Kolkata,238.82(247.44)
26-06-2021,Guwahati,230.82(263.58)
26-06-2021,Siliguri,203.53(226.20)
26-06-2021,Jalpaiguri,NS(NS)
26-06-2021,mjunction,239.89(247.19)
26-06-2021,Cochin,124.42(106.70)
26-06-2021,Coonoor,94.34(112.88)
26-06-2021,Coimbatore,110.82(112.48)
26-06-2021,Tea Serve,NS(88.65)
19-06-2021,Kolkata,236.20(247.44)
19-06-2021,Guwahati,234.00(252.15)
19-06-2021,Siliguri,214.41(219.99)
19-06-2021,Jalpaiguri,NS(NS)
19-06-2021,mjunction,200.31(255.77)
19-06-2021,Cochin,123.66(103.02)
19-06-2021,Coonoor,97.51(110.21)
19-06-2021,Coimbatore,110.80(108.21)
19-06-2021,Tea Serve,108.31(87.90)
12-06-2021,Kolkata,223.94(222.93)
12-06-2021,Guwahati,233.97(229.90)
12-06-2021,Siliguri,221.68(207.24)
12-06-2021,Jalpaiguri,NS(NS)
12-06-2021,mjunction,216.31(239.93)
12-06-2021,Cochin,128.56(103.51)
12-06-2021,Coonoor,110.49(106.63)
12-06-2021,Coimbatore,115.71(103.13)
12-06-2021,Tea Serve,103.24(80.08)
05-06-2021,Kolkata,226.43(205.82)
05-06-2021,Guwahati,226.96(214.39)
05-06-2021,Siliguri,217.32(202.48)
05-06-2021,Jalpaiguri,NS(NS)
05-06-2021,mjunction,205.50(210.00)
05-06-2021,Cochin,134.59(102.29)
05-06-2021,Coonoor,116.00(98.24)
05-06-2021,Coimbatore,124.14(104.62)
05-06-2021,Tea Serve,104.91(78.37)
29-05-2021,Kolkata,NS(NS)
29-05-2021,Guwahati,223.07(196.56)
29-05-2021,Siliguri,211.23(180.23)
29-05-2021,Jalpaiguri,NS(NS)
29-05-2021,mjunction,203.38
29-05-2021,Cochin,141.32(106.33)
29-05-2021,Coonoor,NS(94.66)
29-05-2021,Coimbatore,NS(104.37)
29-05-2021,Tea Serve,102.81(75.30)
22-05-2021,Kolkata,221.95(NS)
22-05-2021,Guwahati,217.89(195.51)
22-05-2021,Siliguri,207.44(195.66)
22-05-2021,Jalpaiguri,NS(NS)
22-05-2021,mjunction,187.59
22-05-2021,Cochin,155.42(110.52)
22-05-2021,Coonoor,122.22(92.89)
22-05-2021,Coimbatore,132.95(105.02)
22-05-2021,Tea Serve,107.32(74.57)
15-05-2021,Kolkata,214.24(135.67)
15-05-2021,Guwahati,211.57(216.54)
15-05-2021,Siliguri,203.21(188.64)
15-05-2021,Jalpaiguri,NS(NS)
15-05-2021,mjunction,187.99
15-05-2021,Cochin,142.60(113.08)
15-05-2021,Coonoor,125.54(93.21)
15-05-2021,Coimbatore,125.25(105.03)
15-05-2021,Tea Serve,112.59(74.60)
08-05-2021,Kolkata,219.79(NS)
08-05-2021,Guwahati,204.12(150.05)
08-05-2021,Siliguri,198.30(209.05)
08-05-2021,Jalpaiguri,NS(NS)
08-05-2021,mjunction,179.12
08-05-2021,Cochin,133.19(118.85)
08-05-2021,Coonoor,120.89(93.93)
08-05-2021,Coimbatore,121.89(NS)
08-05-2021,Tea Serve,109.20(77.05)
05-05-2021,Kolkata,129.79(NS)
05-05-2021,Guwahati,204.12(150.05)
05-05-2021,Siliguri,198.30(209.05)
05-05-2021,Jalpaiguri,NS(NS)
05-05-2021,mjunction,179.12
05-05-2021,Cochin,133.19(118.85)
05-05-2021,Coonoor,120.89(93.93)
05-05-2021,Coimbatore,121.89(NS)
05-05-2021,Tea Serve,109.20(77.05)
01-05-2021,Kolkata,206.04(NS)
01-05-2021,Guwahati,197.68(217.12)
01-05-2021,Siliguri,198.32(204.25)
01-05-2021,Jalpaiguri,NS(NS)
01-05-2021,mjunction,167.87
01-05-2021,Cochin,130.23(90.05)
01-05-2021,Coonoor,116.29(96.35)
01-05-2021,Coimbatore,119.15(NS)
01-05-2021,Tea Serve,103.19(77.26)
24-04-2021,Kolkata,212.06(NS)
24-04-2021,Guwahati,199.02(111.35)
24-04-2021,Siliguri,209.78(129.50)
24-04-2021,Jalpaiguri,NS(NS)
24-04-2021,mjunction,185.53
24-04-2021,Cochin,133.80(120.28)
24-04-2021,Coonoor,113.09(91.05)
24-04-2021,Coimbatore,122.64(106.05)
24-04-2021,Tea Serve,106.26(79.29)
17-04-2021,Kolkata,215.88(NS)
17-04-2021,Guwahati,NS(NS)
17-04-2021,Siliguri,211.39(NS)
17-04-2021,Jalpaiguri,NS(NS)
17-04-2021,mjunction,184.14
17-04-2021,Cochin,144.05(130.27)
17-04-2021,Coonoor,113.10(NS)
17-04-2021,Coimbatore,121.46(NS)
17-04-2021,Tea Serve,106.17(NS)
10-04-2021,Kolkata,195.14(NS)
10-04-2021,Guwahati,231.06(NS)
10-04-2021,Siliguri,213.18(NS)
10-04-2021,Jalpaiguri,NS(NS)
10-04-2021,mjunction,211.37
10-04-2021,Cochin,152.67(119.84)
10-04-2021,Coonoor,116.23(NS)
10-04-2021,Coimbatore,124.93(NS)
10-04-2021,Tea Serve,104.82(NS)
03-04-2021,Kolkata,NS(NS)
03-04-2021,Guwahati,157.20(NS)
03-04-2021,Siliguri,NS(NS)
03-04-2021,Jalpaiguri,NS(NS)
03-04-2021,mjunction,NS
03-04-2021,Cochin,NS(NS)
03-04-2021,Coonoor,118.40(NS)
03-04-2021,Coimbatore,130.37(NS)
03-04-2021,Tea Serve,113.84(NS)
27-03-2021,Kolkata,145.91(NS)
27-03-2021,Guwahati,NS(NS)
27-03-2021,Siliguri,169.16(NS)
27-03-2021,Jalpaiguri,NS(NS)
27-03-2021,mjunction,NS
27-03-2021,Cochin,162.14(NS)
27-03-2021,Coonoor,122.10(NS)
27-03-2021,Coimbatore,131.58(NS)
27-03-2021,Tea Serve,114.29(NS)
20-03-2021,Kolkata,NS(89.92)
20-03-2021,Guwahati,NS(82.23)
20-03-2021,Siliguri,NS(NS)
20-03-2021,Jalpaiguri,NS(NS)
20-03-2021,mjunction,NS
20-03-2021,Cochin,163.36(110.83)
20-03-2021,Coonoor,122.16(81.17)
20-03-2021,Coimbatore,130.02(89.90)
20-03-2021,Tea Serve,112.89(58.29)
13-03-2021,Kolkata,145.50(90.82)
13-03-2021,Guwahati,149.59(NS)
13-03-2021,Siliguri,NS(NS)
13-03-2021,Jalpaiguri,NS(NS)
13-03-2021,mjunction,NS
13-03-2021,Cochin,163.75(112.25)
13-03-2021,Coonoor,121.41(79.20)
13-03-2021,Coimbatore,132.13(95.38)
13-03-2021,Tea Serve,113.60(59.99)
06-03-2021,Kolkata,147.73(94.68)
06-03-2021,Guwahati,NS(85.97)
06-03-2021,Siliguri,NS(91.25)
06-03-2021,Jalpaiguri,NS(NS)
06-03-2021,mjunction,NS
06-03-2021,Cochin,164.24(113.98)
06-03-2021,Coonoor,120.39(78.53)
06-03-2021,Coimbatore,131.97(91.52)
06-03-2021,Tea Serve,117.88(63.03)
27-02-2021,Kolkata,156.36(94.13)
27-02-2021,Guwahati,158.10(88.87)
27-02-2021,Siliguri,NS(NS)
27-02-2021,Jalpaiguri,NS(NS)
27-02-2021,mjunction,NS
27-02-2021,Cochin,165.38(113.94)
27-02-2021,Coonoor,123.94(79.57)
27-02-2021,Coimbatore,139.69(92.18)
27-02-2021,Tea Serve,117.14(61.16)
20-02-2021,Kolkata,167.61(100.24)
20-02-2021,Guwahati,145.83(85.68)
20-02-2021,Siliguri,150.80(96.62)
20-02-2021,Jalpaiguri,NS(NS)
20-02-2021,mjunction,147.02
20-02-2021,Cochin,164.23(113.93)
20-02-2021,Coonoor,129.99(79.29)
20-02-2021,Coimbatore,138.64(93.15)
20-02-2021,Tea Serve,118.02(67.18)
13-02-2021,Kolkata,174.30(105.88)
13-02-2021,Guwahati,147.65(91.52)
13-02-2021,Siliguri,151.70(97.72)
13-02-2021,Jalpaiguri,NS(NS)
13-02-2021,mjunction,147.27
13-02-2021,Cochin,167.30(114.74)
13-02-2021,Coonoor,131.72(80.40)
13-02-2021,Coimbatore,140.33(92.56)
13-02-2021,Tea Serve,118.78(66.60)
06-02-2021,Kolkata,171.46(115.80)
06-02-2021,Guwahati,156.74(99.30)
06-02-2021,Siliguri,148.68(100.12)
06-02-2021,Jalpaiguri,NS(NS)
06-02-2021,mjunction,154.98
06-02-2021,Cochin,164.51(115.20)
06-02-2021,Coonoor,132.86(80.16)
06-02-2021,Coimbatore,141.61(91.62)
06-02-2021,Tea Serve,113.49(66.14)
30-01-2021,Kolkata,184.65(125.28)
30-01-2021,Guwahati,160.29(106.26)
30-01-2021,Siliguri,152.18(105.55)
30-01-2021,Jalpaiguri,NS(NS)
30-01-2021,mjunction,136.28
30-01-2021,Cochin,167.83(116.97)
30-01-2021,Coonoor,132.06(81.09)
30-01-2021,Coimbatore,142.04(92.56)
30-01-2021,Tea Serve,122.69(66.47)
23-01-2021,Kolkata,181.99(128.59)
23-01-2021,Guwahati,164.85(112.08)
23-01-2021,Siliguri,160.07(114.95)
23-01-2021,Jalpaiguri,NS(NS)
23-01-2021,mjunction,125.10
23-01-2021,Cochin,168.86(115.14)
23-01-2021,Coonoor,132.29(81.64)
23-01-2021,Coimbatore,139.11(95.14)
23-01-2021,Tea Serve,126.47(66.25)
16-01-2021,Kolkata,183.20(131.78)
16-01-2021,Guwahati,168.27(118.75)
16-01-2021,Siliguri,163.66(120.51)
16-01-2021,Jalpaiguri,NS(NS)
16-01-2021,mjunction,138.55
16-01-2021,Cochin,166.89(114.90)
16-01-2021,Coonoor,135.42(82.77)
16-01-2021,Coimbatore,139.27(94.24)
16-01-2021,Tea Serve,124.95(64.64)
09-01-2021,Kolkata,183.43(140.19)
09-01-2021,Guwahati,167.99(128.10)
09-01-2021,Siliguri,167.60(125.32)
09-01-2021,Jalpaiguri,NS(NS)
09-01-2021,mjunction,129.87
09-01-2021,Cochin,171.59(115.41)
09-01-2021,Coonoor,134.05(83.28)
09-01-2021,Coimbatore,137.28(93.86)
09-01-2021,Tea Serve,117.34(74.98)
02-01-2021,Kolkata,187.04(143.66)
02-01-2021,Guwahati,164.08(131.95)
02-01-2021,Siliguri,168.57(133.67)
02-01-2021,Jalpaiguri,NS(NS)
02-01-2021,mjunction,130.40
02-01-2021,Cochin,NS(NS)
02-01-2021,Coonoor,NS(83.03)
02-01-2021,Coimbatore,NS(95.16)
02-01-2021,Tea Serve,108.74(NS)
24-12-2022,Kolkata,184.51(195.20)
24-12-2022,Guwahati,160.73(167.91)
24-12-2022,Siliguri,158.95(172.21)
24-12-2022,Jalpaiguri,NS(NS)
24-12-2022,mjunction,148.94(158.49)
24-12-2022,Cochin,139.19(137.55)
24-12-2022,Coonoor,111.37(94.21)
24-12-2022,Coimbatore,119.02(111.38)
24-12-2022,Tea Serve,103.79(86.98)
17-12-2022,Kolkata,183.74(192.17)
17-12-2022,Guwahati,162.55(175.77)
17-12-2022,Siliguri,166.57(178.90)
17-12-2022,Jalpaiguri,NS(NS)
17-12-2022,mjunction,131.39(160.55)
17-12-2022,Cochin,133.14(131.83)
17-12-2022,Coonoor,109.70(94.01)
17-12-2022,Coimbatore,115.58(107.15)
17-12-2022,Tea Serve,99.52(86.83)
10-12-2022,Kolkata,192.30(201.17)
10-12-2022,Guwahati,172.12(178.89)
10-12-2022,Siliguri,172.28(179.26)
10-12-2022,Jalpaiguri,NS(NS)
10-12-2022,mjunction,153.94(143.40)
10-12-2022,Cochin,132.28(125.48)
10-12-2022,Coonoor,107.47(97.54)
10-12-2022,Coimbatore,111.85(106.23)
10-12-2022,Tea Serve,97.11(86.95)
03-12-2022,Kolkata,196.36(209.80)
03-12-2022,Guwahati,175.94(181.62)
03-12-2022,Siliguri,169.76(169.49)
03-12-2022,Jalpaiguri,NS(NS)
03-12-2022,mjunction,141.25(136.55)
03-12-2022,Cochin,134.92(125.33)
03-12-2022,Coonoor,109.60(97.42)
03-12-2022,Coimbatore,114.82(99.00)
03-12-2022,Tea Serve,99.33(83.77)
26-11-2022,Kolkata,204.60(224.98)
26-11-2022,Guwahati,181.44(185.18)
26-11-2022,Siliguri,167.87(170.54)
26-11-2022,Jalpaiguri,NS(NS)
26-11-2022,mjunction,160.96(148.79)
26-11-2022,Cochin,135.27(125.57)
26-11-2022,Coonoor,112.21(96.12)
26-11-2022,Coimbatore,118.85(100.66)
26-11-2022,Tea Serve,102.97(81.61)
19-11-2022,Kolkata,206.67(223.46)
19-11-2022,Guwahati,184.06(185.48)
19-11-2022,Siliguri,170.99(180.46)
19-11-2022,Jalpaiguri,NS(NS)
19-11-2022,mjunction,NS(131.28)
19-11-2022,Cochin,138.05(126.65)
19-11-2022,Coonoor,114.55(92.14)
19-11-2022,Coimbatore,120.42(98.24)
19-11-2022,Tea Serve,108.87(78.55)
12-11-2022,Kolkata,214.24(205.26)
12-11-2022,Guwahati,188.18(187.18)
12-11-2022,Siliguri,172.92(186.85)
12-11-2022,Jalpaiguri,NS(NS)
12-11-2022,mjunction,147.10(138.88)
12-11-2022,Cochin,138.94(123.52)
12-11-2022,Coonoor,114.44(89.50)
12-11-2022,Coimbatore,123.02(92.99)
12-11-2022,Tea Serve,106.58(76.70)
05-11-2022,Kolkata,209.49(209.17)
05-11-2022,Guwahati,194.02(186.43)
05-11-2022,Siliguri,179.15(190.14)
05-11-2022,Jalpaiguri,NS(NS)
05-11-2022,mjunction,NS(145.62)
05-11-2022,Cochin,136.82(122.42)
05-11-2022,Coonoor,111.77(88.07)
05-11-2022,Coimbatore,117.48(NS)
05-11-2022,Tea Serve,101.22(74.23)
29-10-2022,Kolkata,225.98(203.09)
29-10-2022,Guwahati,195.48(177.17)
29-10-2022,Siliguri,184.07(176.53)
29-10-2022,Jalpaiguri,NS(NS)
29-10-2022,mjunction,158.58(140.03)
29-10-2022,Cochin,135.07(126.17)
29-10-2022,Coonoor,106.58(85.58)
29-10-2022,Coimbatore,NS(91.10)
29-10-2022,Tea Serve,93.75(71.75)
22-10-2022,Kolkata,218.39(211.73)
22-10-2022,Guwahati,203.47(176.98)
22-10-2022,Siliguri,185.36(175.62)
22-10-2022,Jalpaiguri,NS(NS)
22-10-2022,mjunction,120.93(NS)
22-10-2022,Cochin,130.04(123.62)
22-10-2022,Coonoor,102.40(83.05)
22-10-2022,Coimbatore,110.92(91.68)
22-10-2022,Tea Serve,85.98(76.66)
15-10-2022,Kolkata,216.64(NS)
15-10-2022,Guwahati,201.39(NS)
15-10-2022,Siliguri,181.29(NS)
15-10-2022,Jalpaiguri,NS(NS)
15-10-2022,mjunction,157.05(149.51)
15-10-2022,Cochin,131.03(118.36)
15-10-2022,Coonoor,98.31(84.86)
15-10-2022,Coimbatore,112.55(89.75)
15-10-2022,Tea Serve,85.60(76.53)
08-10-2022,Kolkata,NS(208.58)
08-10-2022,Guwahati,NS(172.81)
08-10-2022,Siliguri,NS(153.22)
08-10-2022,Jalpaiguri,NS(NS)
08-10-2022,mjunction,NS(147.83)
08-10-2022,Cochin,131.33(117.03)
08-10-2022,Coonoor,96.97(86.30)
08-10-2022,Coimbatore,111.87(89.91)
08-10-2022,Tea Serve,86.26(78.22)
01-10-2022,Kolkata,212.43(210.54)
01-10-2022,Guwahati,193.12(180.46)
01-10-2022,Siliguri,175.35(161.56)
01-10-2022,Jalpaiguri,NS(NS)
01-10-2022,mjunction,176.93(116.82)
01-10-2022,Cochin,135.56(118.64)
01-10-2022,Coonoor,100.09(89.50)
01-10-2022,Coimbatore,111.08(95.31)
01-10-2022,Tea Serve,90.21(81.69)
24-09-2022,Kolkata,215.71(210.30)
24-09-2022,Guwahati,195.06(177.76)
24-09-2022,Siliguri,169.95(161.88)
24-09-2022,Jalpaiguri,NS(NS)
24-09-2022,mjunction,156.40(142.91)
24-09-2022,Cochin,138.81(120.20)
24-09-2022,Coonoor,98.97(91.16)
24-09-2022,Coimbatore,113.02(95.96)
24-09-2022,Tea Serve,91.55(79.51)
17-09-2022,Kolkata,227.83(203.95)
17-09-2022,Guwahati,202.41(181.04)
17-09-2022,Siliguri,173.07(164.62)
17-09-2022,Jalpaiguri,NS(NS)
17-09-2022,mjunction,183.01(152.84)
17-09-2022,Cochin,139.92(119.33)
17-09-2022,Coonoor,97.15(92.86)
17-09-2022,Coimbatore,114.42(95.85)
17-09-2022,Tea Serve,94.25(78.95)
10-09-2022,Kolkata,235.43(204.70)
10-09-2022,Guwahati,212.39(174.56)
10-09-2022,Siliguri,182.92(168.68)
10-09-2022,Jalpaiguri,NS(NS)
10-09-2022,mjunction,163.41(147.89)
10-09-2022,Cochin,NS(117.78)
10-09-2022,Coonoor,97.70(92.78)
10-09-2022,Coimbatore,107.18(97.42)
10-09-2022,Tea Serve,91.85(78.80)
03-09-2022,Kolkata,245.11(211.73)
03-09-2022,Guwahati,216.24(172.35)
03-09-2022,Siliguri,185.75(169.57)
03-09-2022,Jalpaiguri,NS(NS)
03-09-2022,mjunction,167.52(143.74)
03-09-2022,Cochin,145.59(123.61)
03-09-2022,Coonoor,96.08(94.04)
03-09-2022,Coimbatore,106.52(98.15)
03-09-2022,Tea Serve,88.21(75.35)
27-08-2022,Kolkata,245.61(210.48)
27-08-2022,Guwahati,212.01(170.71)
27-08-2022,Siliguri,182.06(173.78)
27-08-2022,Jalpaiguri,NS(NS)
27-08-2022,mjunction,173.79(135.57)
27-08-2022,Cochin,142.78(123.83)
27-08-2022,Coonoor,94.80(92.24)
27-08-2022,Coimbatore,104.87(101.57)
27-08-2022,Tea Serve,82.00(74.54)
20-08-2022,Kolkata,244.30(220.83)
20-08-2022,Guwahati,210.90(173.40)
20-08-2022,Siliguri,181.52(169.84)
20-08-2022,Jalpaiguri,NS(NS)
20-08-2022,mjunction,162.97(148.44)
20-08-2022,Cochin,145.41(NS)
20-08-2022,Coonoor,90.16(90.79)
20-08-2022,Coimbatore,100.52(101.68)
20-08-2022,Tea Serve,80.83(79.21)
13-08-2022,Kolkata,245.05(211.27)
13-08-2022,Guwahati,211.61(173.36)
13-08-2022,Siliguri,187.41(169.29)
13-08-2022,Jalpaiguri,NS(NS)
13-08-2022,mjunction,169.27(148.41)
13-08-2022,Cochin,139.06(119.64)
13-08-2022,Coonoor,86.95(89.50)
13-08-2022,Coimbatore,99.01(101.24)
13-08-2022,Tea Serve,80.33(76.95)
06-08-2022,Kolkata,250.88(210.38)
06-08-2022,Guwahati,209.95(175.63)
06-08-2022,Siliguri,188.79(178.66)
06-08-2022,Jalpaiguri,NS(NS)
06-08-2022,mjunction,169.72(145.00)
06-08-2022,Cochin,132.98(120.20)
06-08-2022,Coonoor,85.65(88.97)
06-08-2022,Coimbatore,100.12(100.70)
06-08-2022,Tea Serve,79.13(79.64)
30-07-2022,Kolkata,250.86(213.93)
30-07-2022,Guwahati,215.11(180.71)
30-07-2022,Siliguri,188.67(177.25)
30-07-2022,Jalpaiguri,NS(NS)
30-07-2022,mjunction,160.11(193.62)
30-07-2022,Cochin,131.94(118.01)
30-07-2022,Coonoor,86.41(91.52)
30-07-2022,Coimbatore,96.85(101.26)
30-07-2022,Tea Serve,73.69(80.47)
23-07-2022,Kolkata,240.99(214.17)
23-07-2022,Guwahati,207.12(183.67)
23-07-2022,Siliguri,181.92(185.05)
23-07-2022,Jalpaiguri,NS(NS)
23-07-2022,mjunction,192.42(152.80)
23-07-2022,Cochin,129.86(117.95)
23-07-2022,Coonoor,82.71(90.64)
23-07-2022,Coimbatore,95.79(102.37)
23-07-2022,Tea Serve,69.24(80.84)
16-07-2022,Kolkata,236.69(224.12)
16-07-2022,Guwahati,205.16(195.69)
16-07-2022,Siliguri,180.06(181.51)
16-07-2022,Jalpaiguri,NS(NS)
16-07-2022,mjunction,176.21(174.92)
16-07-2022,Cochin,130.36(116.02)
16-07-2022,Coonoor,76.57(90.87)
16-07-2022,Coimbatore,94.08(101.84)
16-07-2022,Tea Serve,70.89(81.74)
09-07-2022,Kolkata,248.26(229.40)
09-07-2022,Guwahati,208.70(207.14)
09-07-2022,Siliguri,187.17(181.19)
09-07-2022,Jalpaiguri,NS(NS)
09-07-2022,mjunction,181.33(178.29)
09-07-2022,Cochin,129.98(116.99)
09-07-2022,Coonoor,75.78(92.44)
09-07-2022,Coimbatore,92.45(109.01)
09-07-2022,Tea Serve,68.81(78.88)
02-07-2022,Kolkata,257.45(247.99)
02-07-2022,Guwahati,213.37(225.96)
02-07-2022,Siliguri,198.41(192.22)
02-07-2022,Jalpaiguri,NS(NS)
02-07-2022,mjunction,163.33(206.35)
02-07-2022,Cochin,124.40(122.37)
02-07-2022,Coonoor,75.58(94.20)
02-07-2022,Coimbatore,93.28(110.08)
02-07-2022,Tea Serve,68.49(87.11)
25-06-2022,Kolkata,258.02(238.82)
25-06-2022,Guwahati,216.62(230.82)
25-06-2022,Siliguri,203.85(203.53)
25-06-2022,Jalpaiguri,NS(NS)
25-06-2022,mjunction,251.88(239.89)
25-06-2022,Cochin,124.67(124.42)
25-06-2022,Coonoor,89.01(94.34)
25-06-2022,Coimbatore,92.81(110.82)
25-06-2022,Tea Serve,72.34(NS)
18-06-2022,Kolkata,250.37(236.20)
18-06-2022,Guwahati,224.31(234.00)
18-06-2022,Siliguri,207.27(214.41)
18-06-2022,Jalpaiguri,NS(NS)
18-06-2022,mjunction,185.66(200.31)
18-06-2022,Cochin,119.26(123.66)
18-06-2022,Coonoor,76.32(97.51)
18-06-2022,Coimbatore,96.38(110.80)
18-06-2022,Tea Serve,74.12(108.31)
11-06-2022,Kolkata,212.26(223.94)
11-06-2022,Guwahati,208.38(233.97)
11-06-2022,Siliguri,202.03(221.68)
11-06-2022,Jalpaiguri,NS(NS)
11-06-2022,mjunction,191.91(216.31)
11-06-2022,Cochin,117.60(128.56)
11-06-2022,Coonoor,80.33(110.49)
11-06-2022,Coimbatore,94.81(115.71)
11-06-2022,Tea Serve,74.56(103.24)
04-06-2022,Kolkata,189.99(226.43)
04-06-2022,Guwahati,189.27(226.96)
04-06-2022,Siliguri,191.63(217.32)
04-06-2022,Jalpaiguri,NS(NS)
04-06-2022,mjunction,230.65(205.50)
04-06-2022,Cochin,120.37(134.59)
04-06-2022,Coonoor,84.15(116.00)
04-06-2022,Coimbatore,96.02(124.14)
04-06-2022,Tea Serve,74.54(104.91)
28-05-2022,Kolkata,187.06(NS)
28-05-2022,Guwahati,180.88(223.07)
28-05-2022,Siliguri,180.78(211.23)
28-05-2022,Jalpaiguri,NS(NS)
28-05-2022,mjunction,152.05(203.38)
28-05-2022,Cochin,122.14(141.32)
28-05-2022,Coonoor,85.06(NS)
28-05-2022,Coimbatore,95.75(NS)
28-05-2022,Tea Serve,74.77(102.81)
21-05-2022,Kolkata,197.95(221.95)
21-05-2022,Guwahati,180.30(217.89)
21-05-2022,Siliguri,174.14(207.44)
21-05-2022,Jalpaiguri,NS(NS)
21-05-2022,mjunction,153.00(187.59)
21-05-2022,Cochin,126.87(155.42)
21-05-2022,Coonoor,85.66(122.22)
21-05-2022,Coimbatore,101.44(132.95)
21-05-2022,Tea Serve,78.46(107.32)
14-05-2022,Kolkata,197.65(214.24)
14-05-2022,Guwahati,185.60(211.57)
14-05-2022,Siliguri,175.92(203.21)
14-05-2022,Jalpaiguri,NS(NS)
14-05-2022,mjunction,172.29(187.99)
14-05-2022,Cochin,128.29(142.60)
14-05-2022,Coonoor,87.31(125.54)
14-05-2022,Coimbatore,99.62(125.25)
14-05-2022,Tea Serve,81.16(112.59)
07-05-2022,Kolkata,214.26(219.79)
07-05-2022,Guwahati,194.29(204.12)
07-05-2022,Siliguri,184.57(198.30)
07-05-2022,Jalpaiguri,NS(NS)
07-05-2022,mjunction,159.74(179.12)
07-05-2022,Cochin,133.23(133.19)
07-05-2022,Coonoor,89.01(120.89)
07-05-2022,Coimbatore,101.81(121.89)
07-05-2022,Tea Serve,79.72(109.20)
30-04-2022,Kolkata,238.82(206.64)
30-04-2022,Guwahati,215.41(197.68)
30-04-2022,Siliguri,203.41(198.32)
30-04-2022,Jalpaiguri,NS(NS)
30-04-2022,mjunction,198.70(167.87)
30-04-2022,Cochin,133.41(130.23)
30-04-2022,Coonoor,90.25(116.29)
30-04-2022,Coimbatore,102.49(119.15)
30-04-2022,Tea Serve,80.26(103.19)
23-04-2022,Kolkata,241.59(212.06)
23-04-2022,Guwahati,256.67(199.02)
23-04-2022,Siliguri,229.12(209.78)
23-04-2022,Jalpaiguri,NS(NS)
23-04-2022,mjunction,186.66(185.53)
23-04-2022,Cochin,135.64(133.80)
23-04-2022,Coonoor,91.05(113.09)
23-04-2022,Coimbatore,103.31(122.64)
23-04-2022,Tea Serve,79.29(106.26)
16-04-2022,Kolkata,236.80(215.88)
16-04-2022,Guwahati,272.04(NS)
16-04-2022,Siliguri,227.47(211.39)
16-04-2022,Jalpaiguri,NS(NS)
16-04-2022,mjunction,199.62(184.14)
16-04-2022,Cochin,NS(144.05)
16-04-2022,Coonoor,91.42(113.10)
16-04-2022,Coimbatore,97.99(121.46)
16-04-2022,Tea Serve,80.37(106.17)
09-04-2022,Kolkata,225.79(195.14)
09-04-2022,Guwahati,242.09(231.06)
09-04-2022,Siliguri,265.10(213.18)
09-04-2022,Jalpaiguri,NS(NS)
09-04-2022,mjunction,NS(211.37)
09-04-2022,Cochin,131.71(152.67)
09-04-2022,Coonoor,90.92(116.23)
09-04-2022,Coimbatore,99.95(124.93)
09-04-2022,Tea Serve,79.25(104.82)
02-04-2022,Kolkata,NS(NS)
02-04-2022,Guwahati,130.15(157.20)
02-04-2022,Siliguri,178.71(NS)
02-04-2022,Jalpaiguri,NS(NS)
02-04-2022,mjunction,NS(NS)
02-04-2022,Cochin,136.26(NS)
02-04-2022,Coonoor,89.86(118.40)
02-04-2022,Coimbatore,97.17(130.37)
02-04-2022,Tea Serve,80.78(113.84)
26-03-2022,Kolkata,144.31(145.91)
26-03-2022,Guwahati,NS(NS)
26-03-2022,Siliguri,NS(169.16)
26-03-2022,Jalpaiguri,NS(NS)
26-03-2022,mjunction,NS(NS)
26-03-2022,Cochin,133.54(162.14)
26-03-2022,Coonoor,90.21(122.10)
26-03-2022,Coimbatore,98.10(131.58)
26-03-2022,Tea Serve,79.86(114.29)
19-03-2022,Kolkata,NS(NS)
19-03-2022,Guwahati,NS(NS)
19-03-2022,Siliguri,NS(NS)
19-03-2022,Jalpaiguri,NS(NS)
19-03-2022,mjunction,NS(NS)
19-03-2022,Cochin,134.07(163.36)
19-03-2022,Coonoor,88.97(122.16)
19-03-2022,Coimbatore,99.61(130.02)
19-03-2022,Tea Serve,81.34(112.89)
12-03-2022,Kolkata,NS(145.50)
12-03-2022,Guwahati,NS(149.59)
12-03-2022,Siliguri,NS(NS)
12-03-2022,Jalpaiguri,NS(NS)
12-03-2022,mjunction,100.59(NS)
12-03-2022,Cochin,136.57(163.75)
12-03-2022,Coonoor,92.29(121.41)
12-03-2022,Coimbatore,102.56(132.13)
12-03-2022,Tea Serve,84.89(113.60)
05-03-2022,Kolkata,NS(147.73)
05-03-2022,Guwahati,132.14(NS)
05-03-2022,Siliguri,NS(NS)
05-03-2022,Jalpaiguri,NS(NS
05-03-2022,mjunction,NS(NS)
05-03-2022,Cochin,136.39(164.24)
05-03-2022,Coonoor,97.09(120.39)
05-03-2022,Coimbatore,105.15(131.97)
05-03-2022,Tea Serve,87.26(117.88)
26-02-2022,Kolkata,142.20(156.36)
26-02-2022,Guwahati,NS(158.10)
