week,location,average_price
12-12-2020,Coonoor,107.07(79.13)
12-12-2020,Coimbatore,137.50(91.63)
12-12-2020,Tea Serve,98.32(66.11)
05-12-2020,Kolkata,181.13(155.34)
05-12-2020,Guwahati,163.78(140.59)
05-12-2020,Siliguri,158.00(139.57)
05-12-2020,Jalpaiguri,NS(NS)
05-12-2020,mjunction,111.00
05-12-2020,Cochin,185.58(116.20)
05-12-2020,Coonoor,108.56(77.75)
05-12-2020,Coimbatore,136.99(92.62)
05-12-2020,Tea Serve,133.38(65.66)
28-11-2020,Kolkata,186.52(159.51)
28-11-2020,Guwahati,168.80(137.90)
28-11-2020,Siliguri,156.82(136.83)
28-11-2020,Jalpaiguri,NS(NS)
28-11-2020,mjunction,162.33
28-11-2020,Cochin,197.97(115.82)
28-11-2020,Coonoor,128.93(77.62)
28-11-2020,Coimbatore,160.31(94.83)
28-11-2020,Tea Serve,128.13(67.62)
21-11-2020,Kolkata,190.86(159.41)
21-11-2020,Guwahati,176.33(141.72)
21-11-2020,Siliguri,162.12(137.61)
21-11-2020,Jalpaiguri,NS(NS)
21-11-2020,mjunction,161.82
21-11-2020,Cochin,196.09(115.36)
21-11-2020,Coonoor,141.61(78.78)
21-11-2020,Coimbatore,159.01(94.82)
21-11-2020,Tea Serve,136.26(69.05)
14-11-2020,Kolkata,216.65(154.48)
14-11-2020,Guwahati,186.39(144.50)
14-11-2020,Siliguri,174.94(135.90)
14-11-2020,Jalpaiguri,NS(NS)
14-11-2020,mjunction,180.10
14-11-2020,Cochin,195.57(114.03)
14-11-2020,Coonoor,NS(78.12)
14-11-2020,Coimbatore,NS(92.56)
14-11-2020,Tea Serve,137.67(68.85)
07-11-2020,Kolkata,223.97(155.60)
07-11-2020,Guwahati,191.65(146.59)
07-11-2020,Siliguri,194.98(132.30)
07-11-2020,Jalpaiguri,NS(NS)
07-11-2020,mjunction,NS
07-11-2020,Cochin,194.12(112.49)
07-11-2020,Coonoor,149.31(77.08)
07-11-2020,Coimbatore,159.44(95.10)
07-11-2020,Tea Serve,136.57(68.44)
31-10-2020,Kolkata,NS(162.45)
31-10-2020,Guwahati,205.06(142.76)
31-10-2020,Siliguri,NS(134.12)
31-10-2020,Jalpaiguri,NS(NS)
31-10-2020,mjunction,205.69
31-10-2020,Cochin,187.12(113.03)
31-10-2020,Coonoor,151.39(76.90)
31-10-2020,Coimbatore,159.93(NS)
31-10-2020,Tea Serve,133.75(69.18)
24-10-2020,Kolkata,241.28(162.89)
24-10-2020,Guwahati,214.48(149.05)
24-10-2020,Siliguri,208.57(136.59)
24-10-2020,Jalpaiguri,NS(NS)
24-10-2020,mjunction,205.78
24-10-2020,Cochin,182.89(114.58)
24-10-2020,Coonoor,150.07(79.05)
24-10-2020,Coimbatore,156.02(95.64)
24-10-2020,Tea Serve,132.77(73.50)
17-10-2020,Kolkata,248.03(159.11)
17-10-2020,Guwahati,226.98(149.48)
17-10-2020,Siliguri,211.91(132.70)
17-10-2020,Jalpaiguri,NS(NS)
17-10-2020,mjunction,220.53
17-10-2020,Cochin,180.36(115.55)
17-10-2020,Coonoor,145.33(83.57)
17-10-2020,Coimbatore,156.14(94.99)
17-10-2020,Tea Serve,121.42(72.40)
10-10-2020,Kolkata,258.59(NS)
10-10-2020,Guwahati,239.38(NS)
10-10-2020,Siliguri,224.61(135.89)
10-10-2020,Jalpaiguri,NS(NS)
10-10-2020,mjunction,247.17
10-10-2020,Cochin,173.10(115.88)
10-10-2020,Coonoor,146.37(84.93)
10-10-2020,Coimbatore,154.90(94.72)
10-10-2020,Tea Serve,133.94(73.55)
03-10-2020,Kolkata,269.09(166.87)
03-10-2020,Guwahati,257.40(153.15)
03-10-2020,Siliguri,239.57(NS)
03-10-2020,Jalpaiguri,NS(NS)
03-10-2020,mjunction,254.80
03-10-2020,Cochin,175.67(115.23)
03-10-2020,Coonoor,156.33(85.96)
03-10-2020,Coimbatore,166.29(96.46)
03-10-2020,Tea Serve,144.25(73.13)
26-09-2020,Kolkata,274.35(162.83)
26-09-2020,Guwahati,264.71(149.28)
26-09-2020,Siliguri,247.18(129.09)
26-09-2020,Jalpaiguri,NS(NS)
26-09-2020,mjunction,251.80
26-09-2020,Cochin,188.46(115.41)
26-09-2020,Coonoor,170.74(86.58)
26-09-2020,Coimbatore,180.74(94.44)
26-09-2020,Tea Serve,165.36(72.72)
19-09-2020,Kolkata,283.32(164.01)
19-09-2020,Guwahati,274.79(149.32)
19-09-2020,Siliguri,251.40(132.39)
19-09-2020,Jalpaiguri,NS(NS)
19-09-2020,mjunction,229.86
19-09-2020,Cochin,197.36(111.72)
19-09-2020,Coonoor,185.50(85.06)
19-09-2020,Coimbatore,192.72(94.32)
19-09-2020,Tea Serve,181.35(71.73)
12-09-2020,Kolkata,NS(168.08)
12-09-2020,Guwahati,281.29(149.50)
12-09-2020,Siliguri,253.80(132.25)
12-09-2020,Jalpaiguri,NS(NS)
12-09-2020,mjunction,263.75
12-09-2020,Cochin,195.02(NS)
12-09-2020,Coonoor,193.04(84.51)
12-09-2020,Coimbatore,192.82(89.83)
12-09-2020,Tea Serve,179.85(69.73)
05-09-2020,Kolkata,297.00(177.56)
05-09-2020,Guwahati,289.69(155.87)
05-09-2020,Siliguri,255.01(132.99)
05-09-2020,Jalpaiguri,NS(NS)
05-09-2020,mjunction,275.17
05-09-2020,Cochin,NS(108.07)
05-09-2020,Coonoor,194.12(82.67)
05-09-2020,Coimbatore,190.87(92.92)
05-09-2020,Tea Serve,174.35(68.80)
29-08-2020,Kolkata,302.91(169.47)
29-08-2020,Guwahati,297.81(155.37)
29-08-2020,Siliguri,248.69(132.28)
29-08-2020,Jalpaiguri,NS(NS)
29-08-2020,mjunction,272.60
29-08-2020,Cochin,177.99(109.31)
29-08-2020,Coonoor,187.93(82.25)
29-08-2020,Coimbatore,178.95(89.89)
29-08-2020,Tea Serve,160.63(68.20)
22-08-2020,Kolkata,312.13(174.81)
22-08-2020,Guwahati,296.08(156.13)
22-08-2020,Siliguri,245.22(130.65)
22-08-2020,Jalpaiguri,NS(NS)
22-08-2020,mjunction,235.64
22-08-2020,Cochin,166.95(107.00)
22-08-2020,Coonoor,173.65(81.91)
22-08-2020,Coimbatore,166.76(91.21)
22-08-2020,Tea Serve,151.82(68.30)
15-08-2020,Kolkata,314.22(176.72)
15-08-2020,Guwahati,297.90(156.66)
15-08-2020,Siliguri,246.81(134.33)
15-08-2020,Jalpaiguri,NS(NS)
15-08-2020,mjunction,258.72
15-08-2020,Cochin,156.35(104.99)
15-08-2020,Coonoor,168.49(80.38)
15-08-2020,Coimbatore,158.91(90.93)
15-08-2020,Tea Serve,143.75(68.70)
08-08-2020,Kolkata,313.58(183.59)
08-08-2020,Guwahati,288.71(161.64)
08-08-2020,Siliguri,251.87(138.75)
08-08-2020,Jalpaiguri,NS(NS)
08-08-2020,mjunction,256.52
08-08-2020,Cochin,142.65(108.51)
08-08-2020,Coonoor,150.86(79.64)
08-08-2020,Coimbatore,149.62(90.88)
08-08-2020,Tea Serve,139.04(71.80)
01-08-2020,Kolkata,299.17(182.14)
01-08-2020,Guwahati,279.22(160.83)
01-08-2020,Siliguri,246.18(142.20)
01-08-2020,Jalpaiguri,NS(NS)
01-08-2020,mjunction,235.83
01-08-2020,Cochin,133.30(109.37)
01-08-2020,Coonoor,147.90(78.98)
01-08-2020,Coimbatore,144.15(91.68)
01-08-2020,Tea Serve,129.19(73.56)
25-07-2020,Kolkata,290.01(178.43)
25-07-2020,Guwahati,NS(163.94)
25-07-2020,Siliguri,241.01(142.23)
25-07-2020,Jalpaiguri,NS(NS)
25-07-2020,mjunction,244.98
25-07-2020,Cochin,131.42(109.34)
25-07-2020,Coonoor,141.50(79.44)
25-07-2020,Coimbatore,141.44(87.28)
25-07-2020,Tea Serve,122.95(71.00)
18-07-2020,Kolkata,286.15(179.47)
18-07-2020,Guwahati,281.23(161.31)
18-07-2020,Siliguri,236.66(143.68)
18-07-2020,Jalpaiguri,NS(NS)
18-07-2020,mjunction,296.47
18-07-2020,Cochin,126.45(107.52)
18-07-2020,Coonoor,137.68(77.77)
18-07-2020,Coimbatore,136.45(89.80)
18-07-2020,Tea Serve,111.41(69.40)
11-07-2020,Kolkata,271.25(173.56)
11-07-2020,Guwahati,NS(157.55)
11-07-2020,Siliguri,231.40(143.44)
11-07-2020,Jalpaiguri,NS(NS)
11-07-2020,mjunction,249.28
11-07-2020,Cochin,118.59(109.07)
11-07-2020,Coonoor,128.41(77.77)
11-07-2020,Coimbatore,128.30 (90.18)
11-07-2020,Tea Serve,105.30(69.48)
04-07-2020,Kolkata,266.99(176.81)
04-07-2020,Guwahati,272.12(158.04)
04-07-2020,Siliguri,228.76(144.57)
04-07-2020,Jalpaiguri,NS(NS)
04-07-2020,mjunction,0.00
04-07-2020,Cochin,110.21(111.24)
04-07-2020,Coonoor,116.15(83.75)
04-07-2020,Coimbatore,116.02(97.87)
04-07-2020,Tea Serve,97.17(73.59)
27-06-2020,Kolkata,247.44(173.17)
27-06-2020,Guwahati,263.58(156.14)
27-06-2020,Siliguri,226.20(144.36)
27-06-2020,Jalpaiguri,NS(NS)
27-06-2020,mjunction,247.19
27-06-2020,Cochin,106.70(112.70)
27-06-2020,Coonoor,112.88(86.15)
27-06-2020,Coimbatore,112.48(96.84)
27-06-2020,Tea Serve,88.65(79.63)
20-06-2020,Kolkata,247.44(171.35)
20-06-2020,Guwahati,252.15(161.93)
20-06-2020,Siliguri,219.99(150.56)
20-06-2020,Jalpaiguri,NS(NS)
20-06-2020,mjunction,255.77
20-06-2020,Cochin,103.02(113.88)
20-06-2020,Coonoor,110.21(90.68)
20-06-2020,Coimbatore,108.21(98.88)
20-06-2020,Tea Serve,87.90(81.34)
13-06-2020,Kolkata,222.93(159.03)
13-06-2020,Guwahati,229.90(154.08)
13-06-2020,Siliguri,207.24(149.43)
13-06-2020,Jalpaiguri,NS(NS)
13-06-2020,mjunction,239.93
13-06-2020,Cochin,103.51(116.45)
13-06-2020,Coonoor,106.63(91.82)
13-06-2020,Coimbatore,103.13(102.30)
13-06-2020,Tea Serve,80.08(83.07)
06-06-2020,Kolkata,205.82(151.61)
06-06-2020,Guwahati,214.39(146.91)
06-06-2020,Siliguri,202.48(147.83)
06-06-2020,Jalpaiguri,NS(NS)
06-06-2020,mjunction,210.00
06-06-2020,Cochin,102.29(120.12)
06-06-2020,Coonoor,98.24(92.16)
06-06-2020,Coimbatore,104.62(105.16)
06-06-2020,Tea Serve,78.37(84.63)
30-05-2020,Kolkata,NS(144.51)
30-05-2020,Guwahati,196.56(138.45)
30-05-2020,Siliguri,180.23(149.70)
30-05-2020,Jalpaiguri,NS(NS)
30-05-2020,mjunction,
30-05-2020,Cochin,106.33(122.82)
30-05-2020,Coonoor,94.66(93.01)
30-05-2020,Coimbatore,104.37(109.69)
30-05-2020,Tea Serve,75.30(86.60)
23-05-2020,Kolkata,NS(149.69)
23-05-2020,Guwahati,195.51(134.29)
23-05-2020,Siliguri,195.66(147.25)
23-05-2020,Jalpaiguri,NS(NS)
23-05-2020,mjunction,
23-05-2020,Cochin,110.52(122.78)
23-05-2020,Coonoor,92.89(94.61)
23-05-2020,Coimbatore,105.02(109.20)
23-05-2020,Tea Serve,74.57(87.72)
16-05-2020,Kolkata,135.67(147.74)
16-05-2020,Guwahati,216.54(134.50)
16-05-2020,Siliguri,188.64(148.81)
16-05-2020,Jalpaiguri,NS(NS)
16-05-2020,mjunction,
16-05-2020,Cochin,113.08(122.98)
16-05-2020,Coonoor,93.21(96.47)
16-05-2020,Coimbatore,105.23(111.36)
16-05-2020,Tea Serve,74.60(90.96)
09-05-2020,Kolkata,NS(152.57)
09-05-2020,Guwahati,150.05(134.76)
09-05-2020,Siliguri,209.05(149.81)
09-05-2020,Jalpaiguri,NS(NS)
09-05-2020,mjunction,
09-05-2020,Cochin,118.85(122.98)
09-05-2020,Coonoor,93.93(98.29)
09-05-2020,Coimbatore,NS(109.36)
09-05-2020,Tea Serve,77.05(89.81)
02-05-2020,Kolkata,NS(158.52)
02-05-2020,Guwahati,217.12(142.65)
02-05-2020,Siliguri,204.25(147.10)
02-05-2020,Jalpaiguri,NS(NS)
02-05-2020,mjunction,
02-05-2020,Cochin,90.05(124.46)
02-05-2020,Coonoor,96.35(98.09)
02-05-2020,Coimbatore,NS(110.43)
02-05-2020,Tea Serve,77.27(90.30)
25-04-2020,Kolkata,NS(151.90)
25-04-2020,Guwahati,111.35(151.25)
25-04-2020,Siliguri,129.50(148.19)
25-04-2020,Jalpaiguri,NS(NS)
25-04-2020,mjunction,
25-04-2020,Cochin,120.28(124.04)
25-04-2020,Coonoor,91.05(99.65)
25-04-2020,Coimbatore,106.05(108.28)
25-04-2020,Tea Serve,79.29(90.27)
18-04-2020,Kolkata,NS(150.44)
18-04-2020,Guwahati,NS(165.80)
18-04-2020,Siliguri,NS(154.94)
18-04-2020,Jalpaiguri,NS(NS)
18-04-2020,mjunction,
18-04-2020,Cochin,130.27(NS)
18-04-2020,Coonoor,NS(98.65)
18-04-2020,Coimbatore,NS(111.22)
18-04-2020,Tea Serve,NS(88.79)
11-04-2020,Kolkata,NS(147.38)
11-04-2020,Guwahati,NS(169.83)
11-04-2020,Siliguri,NS(159.46)
11-04-2020,Jalpaiguri,NS(NS)
11-04-2020,mjunction,
11-04-2020,Cochin,119.84(123.55)
11-04-2020,Coonoor,NS(98.74)
11-04-2020,Coimbatore,NS(109.40)
11-04-2020,Tea Serve,NS(90.70)
04-04-2020,Kolkata,NS (118.77)
04-04-2020,Guwahati,NS (175.02)
04-04-2020,Siliguri,NS (152.77)
04-04-2020,Jalpaiguri,NS(NS)
04-04-2020,mjunction,
04-04-2020,Cochin,NS (122.24)
04-04-2020,Coonoor,NS (98.92)
04-04-2020,Coimbatore,NS (108.50)
04-04-2020,Tea Serve,NS (91.85)
21-03-2020,Kolkata,89.92(108.90)
21-03-2020,Guwahati,82.23(113.00)
21-03-2020,Siliguri,NS(NS)
21-03-2020,Jalpaiguri,NS(NS)
21-03-2020,mjunction,
21-03-2020,Cochin,110.83(122.49)
21-03-2020,Coonoor,81.18(99.84)
21-03-2020,Coimbatore,89.90(106.82)
21-03-2020,Tea Serve,58.29 (92.51)
14-03-2020,Kolkata,90.82(107.51)
14-03-2020,Guwahati,NS(NS)
14-03-2020,Siliguri,NS(NS)
14-03-2020,Jalpaiguri,NS(NS)
14-03-2020,mjunction,
14-03-2020,Cochin,112.25(122.11)
14-03-2020,Coonoor,79.20(101.21)
14-03-2020,Coimbatore,95.38(107.53)
14-03-2020,Tea Serve,59.99(93.44)
07-03-2020,Kolkata,94.68(115.79)
07-03-2020,Guwahati,85.97(NS)
07-03-2020,Siliguri,91.25(107.78)
07-03-2020,Jalpaiguri,NS(NS)
07-03-2020,mjunction,
07-03-2020,Cochin,113.98(121.82)
07-03-2020,Coonoor,78.53(100.44)
07-03-2020,Coimbatore,91.52(106.52)
07-03-2020,Tea Serve,63.03(92.33)
29-02-2020,Kolkata,94.13(111.86)
29-02-2020,Guwahati,88.87(121.46)
29-02-2020,Siliguri,NS(105.05)
29-02-2020,Jalpaiguri,NS(NS)
29-02-2020,mjunction,
29-02-2020,Cochin,113.94(122.43)
29-02-2020,Coonoor,79.57(98.76)
29-02-2020,Coimbatore,92.18(103.81)
29-02-2020,Tea Serve,61.16(89.25)
22-02-2020,Kolkata,100.24(113.40)
22-02-2020,Guwahati,85.68(NS)
22-02-2020,Siliguri,96.62(108.42)
22-02-2020,Jalpaiguri,NS(NS)
22-02-2020,mjunction,
22-02-2020,Cochin,113.93(122.45)
22-02-2020,Coonoor,79.29(97.76)
22-02-2020,Coimbatore,93.15(103.51)
22-02-2020,Tea Serve,67.18(87.07)
15-02-2020,Kolkata,105.88(118.48)
15-02-2020,Guwahati,91.52(124.45)
15-02-2020,Siliguri,97.72(111.39)
15-02-2020,Jalpaiguri,NS(NS)
15-02-2020,mjunction,
15-02-2020,Cochin,114.74(123.90)
15-02-2020,Coonoor,80.40(97.45)
15-02-2020,Coimbatore,92.56(103.24)
15-02-2020,Tea Serve,66.60(90.39)
08-02-2020,Kolkata,115.80(124.27)
08-02-2020,Guwahati,99.30(120.36)
08-02-2020,Siliguri,100.12(115.83)
08-02-2020,Jalpaiguri,NS(NS)
08-02-2020,mjunction,
08-02-2020,Cochin,115.20(124.53)
08-02-2020,Coonoor,80.16(97.97)
08-02-2020,Coimbatore,91.62(103.63)
08-02-2020,Tea Serve,66.14(88.44)
01-02-2020,Kolkata,125.28(127.98)
01-02-2020,Guwahati,106.26(122.22)
01-02-2020,Siliguri,105.55(119.45)
01-02-2020,Jalpaiguri,NS(NS)
01-02-2020,mjunction,
01-02-2020,Cochin,116.97(126.57)
01-02-2020,Coonoor,81.09(98.62)
01-02-2020,Coimbatore,92.56(107.72)
01-02-2020,Tea Serve,66.47(87.54)
25-01-2020,Kolkata,128.59(135.92)
25-01-2020,Guwahati,112.08(124.06)
25-01-2020,Siliguri,114.95(127.08)
25-01-2020,Jalpaiguri,NS(NS)
25-01-2020,mjunction,
25-01-2020,Cochin,115.14(125.19)
25-01-2020,Coonoor,81.64(100.17)
25-01-2020,Coimbatore,95.14(107.61)
25-01-2020,Tea Serve,66.25(89.31)
18-01-2020,Kolkata,131.78(141.68)
18-01-2020,Guwahati,118.75(123.32)
18-01-2020,Siliguri,120.51(131.35)
18-01-2020,Jalpaiguri,NS(NS)
18-01-2020,mjunction,
18-01-2020,Cochin,114.90(123.74)
18-01-2020,Coonoor,82.77(99.43)
18-01-2020,Coimbatore,94.24(106.89)
18-01-2020,Tea Serve,64.64(89.11)
11-01-2020,Kolkata,140.19(144.28)
11-01-2020,Guwahati,128.10(127.58)
11-01-2020,Siliguri,125.32(135.46)
11-01-2020,Jalpaiguri,NS(NS)
11-01-2020,mjunction,
11-01-2020,Cochin,115.41(122.61)
11-01-2020,Coonoor,83.28(98.95)
11-01-2020,Coimbatore,93.86(106.96)
11-01-2020,Tea Serve,74.98(89.51)
04-01-2020,Kolkata,143.66(147.85)
04-01-2020,Guwahati,131.95(130.75)
04-01-2020,Siliguri,133.67(136.74)
04-01-2020,Jalpaiguri,NS(NS)
04-01-2020,mjunction,
04-01-2020,Cochin,NS(122.42)
04-01-2020,Coonoor,83.03(97.37)
04-01-2020,Coimbatore,95.16(105.96)
04-01-2020,Tea Serve,NS(89.64)
18-12-2021,Kolkata,192.17(176.24)
18-12-2021,Guwahati,175.77(157.43)
18-12-2021,Siliguri,178.90(160.59)
18-12-2021,Jalpaiguri,NS(NS)
18-12-2021,mjunction,160.55(126.37)
18-12-2021,Cochin,131.83(170.61)
18-12-2021,Coonoor,94.01(110.74)
18-12-2021,Coimbatore,107.15(129.53)
18-12-2021,Tea Serve,86.83(99.10)
11-12-2021,Kolkata,201.17(176.11)
11-12-2021,Guwahati,178.89(165.85)
11-12-2021,Siliguri,179.26(157.84)
11-12-2021,Jalpaiguri,NS(NS)
11-12-2021,mjunction,143.40(140.03)
11-12-2021,Cochin,125.48(173.74)
11-12-2021,Coonoor,97.54(107.07)
11-12-2021,Coimbatore,106.23(137.50)
11-12-2021,Tea Serve,86.95(98.32)
04-12-2021,Kolkata,209.80(181.13)
04-12-2021,Guwahati,181.62(163.78)
04-12-2021,Siliguri,169.49(158.00)
04-12-2021,Jalpaiguri,NS(NS)
04-12-2021,mjunction,136.55(111.00)
04-12-2021,Cochin,125.33(185.58)
04-12-2021,Coonoor,97.42(108.56)
04-12-2021,Coimbatore,99.00(136.99)
04-12-2021,Tea Serve,83.77(133.38)
27-11-2021,Kolkata,224.98(186.52)
27-11-2021,Guwahati,185.18(168.80)
27-11-2021,Siliguri,170.54(156.82)
27-11-2021,Jalpaiguri,NS(NS)
27-11-2021,mjunction,148.79(162.33)
27-11-2021,Cochin,125.57(197.97)
27-11-2021,Coonoor,96.12(128.93)
27-11-2021,Coimbatore,100.66(160.31)
27-11-2021,Tea Serve,81.61(128.13)
20-11-2021,Kolkata,223.46(190.86)
20-11-2021,Guwahati,185.48(176.33)
20-11-2021,Siliguri,180.46(162.12)
20-11-2021,Jalpaiguri,NS(NS)
20-11-2021,mjunction,131.28(161.82)
20-11-2021,Cochin,126.65(196.09)
20-11-2021,Coonoor,92.14(141.61)
20-11-2021,Coimbatore,98.24(159.01)
20-11-2021,Tea Serve,78.55(136.26)
13-11-2021,Kolkata,205.26(216.65)
13-11-2021,Guwahati,187.18(186.39)
13-11-2021,Siliguri,186.85(174.94)
13-11-2021,Jalpaiguri,NS(NS)
13-11-2021,mjunction,138.88(180.10)
13-11-2021,Cochin,123.52(195.57)
13-11-2021,Coonoor,89.50(NS)
13-11-2021,Coimbatore,92.99(NS)
13-11-2021,Tea Serve,76.70(137.67)
06-11-2021,Kolkata,209.17(223.97)
06-11-2021,Guwahati,186.43(191.65)
06-11-2021,Siliguri,190.14(194.98)
06-11-2021,Jalpaiguri,NS(NS)
06-11-2021,mjunction,145.62(NS)
06-11-2021,Cochin,122.42(194.12)
06-11-2021,Coonoor,88.07(149.31)
06-11-2021,Coimbatore,NS(159.44)
06-11-2021,Tea Serve,74.23(136.57)
30-10-2021,Kolkata,203.09(NS)
30-10-2021,Guwahati,177.17(205.06)
30-10-2021,Siliguri,176.53(NS)
30-10-2021,Jalpaiguri,NS(NS)
30-10-2021,mjunction,140.03(205.69)
30-10-2021,Cochin,126.17(187.12)
30-10-2021,Coonoor,85.58(151.39)
30-10-2021,Coimbatore,91.10(159.93)
30-10-2021,Tea Serve,71.75(133.75)
23-10-2021,Kolkata,211.73(241.28)
23-10-2021,Guwahati,176.98(214.48)
23-10-2021,Siliguri,175.62(208.57)
23-10-2021,Jalpaiguri,NS(NS)
23-10-2021,mjunction,NS(205.78)
23-10-2021,Cochin,123.62(182.89)
23-10-2021,Coonoor,83.05(150.07)
23-10-2021,Coimbatore,91.68(156.02)
23-10-2021,Tea Serve,76.66(132.77)
16-10-2021,Kolkata,NS(248.03)
16-10-2021,Guwahati,NS(226.98)
16-10-2021,Siliguri,NS(211.91)
16-10-2021,Jalpaiguri,NS(NS)
16-10-2021,mjunction,149.51(220.53)
16-10-2021,Cochin,118.36(180.36)
16-10-2021,Coonoor,84.86(145.33)
16-10-2021,Coimbatore,89.75(156.14)
16-10-2021,Tea Serve,76.53(121.42)
09-10-2021,Kolkata,208.58(258.59)
09-10-2021,Guwahati,172.81(239.38)
09-10-2021,Siliguri,153.22(224.61)
09-10-2021,Jalpaiguri,NS(NS)
09-10-2021,mjunction,147.83(247.17)
09-10-2021,Cochin,117.03(173.10)
09-10-2021,Coonoor,86.30(146.37)
09-10-2021,Coimbatore,89.91(154.90)
09-10-2021,Tea Serve,78.22(133.94)
02-10-2021,Kolkata,210.54(269.09)
02-10-2021,Guwahati,180.46(257.40)
02-10-2021,Siliguri,161.56(239.57)
02-10-2021,Jalpaiguri,NS(NS)
02-10-2021,mjunction,116.82(254.80)
02-10-2021,Cochin,118.64(175.67)
02-10-2021,Coonoor,89.50(156.33)
02-10-2021,Coimbatore,95.31(166.29)
02-10-2021,Tea Serve,81.69(144.25)
25-09-2021,Kolkata,210.30(274.35)
25-09-2021,Guwahati,177.76(264.71)
25-09-2021,Siliguri,161.88 (247.18)
25-09-2021,Jalpaiguri,NS(NS)
25-09-2021,mjunction,142.91(251.80)
25-09-2021,Cochin,120.20(188.46)
25-09-2021,Coonoor,91.16(170.74)
25-09-2021,Coimbatore,95.96(180.74)
25-09-2021,Tea Serve,79.51(165.36)
18-09-2021,Kolkata,203.95(283.32)
18-09-2021,Guwahati,181.04(274.79)
18-09-2021,Siliguri,164.62(251.40)
18-09-2021,Jalpaiguri,NS(NS)
18-09-2021,mjunction,152.84(229.86)
18-09-2021,Cochin,119.33(197.36)
18-09-2021,Coonoor,92.86(185.50)
18-09-2021,Coimbatore,95.85(192.72)
18-09-2021,Tea Serve,78.95(181.35)
11-09-2021,Kolkata,204.70(NS)
11-09-2021,Guwahati,174.56(281.29)
11-09-2021,Siliguri,168.68(253.80)
11-09-2021,Jalpaiguri,NS(NS)
11-09-2021,mjunction,147.89(263.75)
11-09-2021,Cochin,117.78(195.02)
11-09-2021,Coonoor,92.78(193.04)
11-09-2021,Coimbatore,97.42(192.82)
11-09-2021,Tea Serve,78.80(179.85)
04-09-2021,Kolkata,211.73(297.00)
04-09-2021,Guwahati,172.35(289.69)
04-09-2021,Siliguri,169.57(255.01)
04-09-2021,Jalpaiguri,NS(NS)
04-09-2021,mjunction,143.74(275.17)
04-09-2021,Cochin,123.61(NS)
04-09-2021,Coonoor,94.04(194.12)
04-09-2021,Coimbatore,98.15(190.87)
04-09-2021,Tea Serve,75.35(174.35)
28-08-2021,Kolkata,210.48(302.91)
28-08-2021,Guwahati,170.71(297.81)
28-08-2021,Siliguri,173.78(248.69)
28-08-2021,Jalpaiguri,NS(NS)
28-08-2021,mjunction,135.57(272.60)
28-08-2021,Cochin,123.83(177.99)
28-08-2021,Coonoor,92.24(187.93)
28-08-2021,Coimbatore,101.57(178.95)
28-08-2021,Tea Serve,74.54(160.63)
21-08-2021,Kolkata,220.83(312.13)
21-08-2021,Guwahati,173.40(296.08)
21-08-2021,Siliguri,169.84(245.22)
21-08-2021,Jalpaiguri,NS(NS)
21-08-2021,mjunction,148.44(235.64)
21-08-2021,Cochin,NS(166.95)
21-08-2021,Coonoor,90.79(173.65)
21-08-2021,Coimbatore,101.68(166.76)
21-08-2021,Tea Serve,79.21(151.82)
14-08-2021,Kolkata,211.27(314.22)
14-08-2021,Guwahati,173.36(297.90)
14-08-2021,Siliguri,169.29(246.81)
14-08-2021,Jalpaiguri,NS(NS)
14-08-2021,mjunction,148.41(258.72)
14-08-2021,Cochin,119.64(156.35)
14-08-2021,Coonoor,89.50(168.49)
14-08-2021,Coimbatore,101.24(158.91)
14-08-2021,Tea Serve,76.95(143.75)
07-08-2021,Kolkata,210.38(313.58)
07-08-2021,Guwahati,175.63(288.71)
07-08-2021,Siliguri,178.66(251.87)
07-08-2021,Jalpaiguri,NS(NS)
07-08-2021,mjunction,145.00(256.52)
07-08-2021,Cochin,120.20(142.65)
07-08-2021,Coonoor,88.97(150.86)
07-08-2021,Coimbatore,100.70(149.62)
07-08-2021,Tea Serve,79.64(139.04)
31-07-2021,Kolkata,213.93(299.17)
31-07-2021,Guwahati,180.68(279.22)
31-07-2021,Siliguri,177.25(246.18)
31-07-2021,Jalpaiguri,NS(NS)
31-07-2021,mjunction,193.62(235.83)
31-07-2021,Cochin,118.01(133.30)
31-07-2021,Coonoor,91.52(147.09)
31-07-2021,Coimbatore,101.26(144.15)
31-07-2021,Tea Serve,80.47(129.19)
24-07-2021,Kolkata,214.17(290.01)
24-07-2021,Guwahati,183.67(NS)
24-07-2021,Siliguri,185.05(241.01)
24-07-2021,Jalpaiguri,NS(NS)
24-07-2021,mjunction,152.80(244.98)
24-07-2021,Cochin,117.95(131.42)
24-07-2021,Coonoor,90.64(141.50)
24-07-2021,Coimbatore,102.37(141.44)
24-07-2021,Tea Serve,80.84(122.95)
17-07-2021,Kolkata,224.12(286.15)
17-07-2021,Guwahati,195.69(281.23)
17-07-2021,Siliguri,181.51(236.66)
17-07-2021,Jalpaiguri,NS(NS)
17-07-2021,mjunction,174.92 296.47)
17-07-2021,Cochin,116.02(126.45)
17-07-2021,Coonoor,90.87(137.68)
17-07-2021,Coimbatore,101.84(136.45)
17-07-2021,Tea Serve,81.74(111.41)
10-07-2021,Kolkata,229.40 (271.25)
10-07-2021,Guwahati,207.14 (NS)
10-07-2021,Siliguri,181.19 (231.40)
10-07-2021,Jalpaiguri,NS(NS)
10-07-2021,mjunction,178.29(249.28)
10-07-2021,Cochin,116.99(118.59)
10-07-2021,Coonoor,92.44(128.41)
